Data;Area provenienza;Area Arrivo;Numero di visitatori
2019-10-02;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);658
2019-10-02;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;267
2019-10-02;Via San Giacomo;2 Torri (Inizio Portico Via Zamboni);229
2019-10-02;Palazzo Poggi;Piazza Puntoni (Via Zamboni);4417
2019-10-02;Palazzo Poggi;Piazza Scaravilli;21645
2019-10-02;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);4557
2019-10-02;Piazza Verdi;Porta San Donato;696
2019-10-02;Piazza Verdi;Piazza Puntoni (Via Zamboni);660
2019-10-02;Piazza Verdi;Piazza Scaravilli;756
2019-10-02;Facoltà Di Giurisprudenza;Via San Giacomo;2747
2019-10-02;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;3133
2019-10-02;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;149
2019-10-03;Porta San Donato;Via San Giacomo;1550
2019-10-03;Palazzo Poggi;Piazza Verdi;6510
2019-10-03;Via Del Guasto;Via San Giacomo;3380
2019-10-03;Via Del Guasto;Palazzo Poggi;1365
2019-10-03;Piazza Verdi;Piazza Rossini (Palazzo Malvezzi);22569
2019-10-03;Facoltà Di Giurisprudenza;2 Torri (Inizio Portico Via Zamboni);12039
2019-10-03;2 Torri (Inizio Portico Via Zamboni);Via San Giacomo;1028
2019-10-03;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;36
2019-10-04;Via San Giacomo;Piazza Verdi;10022
2019-10-04;Piazza Scaravilli;Facoltà Di Giurisprudenza;787
2019-10-04;Facoltà Di Giurisprudenza;2 Torri (Inizio Portico Via Zamboni);13968
2019-10-04;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;121
2019-10-04;2 Torri (Inizio Portico Via Zamboni);Piazza Verdi;2260
2019-10-05;Piazza Verdi;Porta San Donato;846
2019-10-05;Piazza Verdi;Piazza Puntoni (Via Zamboni);687
2019-10-05;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);1871
2019-10-05;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;37
2019-10-06;Piazza Puntoni (Via Zamboni);Via San Giacomo;5567
2019-10-06;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;273
2019-10-06;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);823
2019-10-06;Piazza Scaravilli;Via Del Guasto;638
2019-10-06;Palazzo Poggi;Porta San Donato;0
2019-10-06;Facoltà Di Giurisprudenza;Via San Giacomo;4173
2019-10-06;2 Torri (Inizio Portico Via Zamboni);Via San Giacomo;1689
2019-10-07;Porta San Donato;Piazza Verdi;646
2019-10-07;Piazza Puntoni (Via Zamboni);Porta San Donato;4307
2019-10-07;Piazza Puntoni (Via Zamboni);Via San Giacomo;7683
2019-10-07;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);640
2019-10-07;Via San Giacomo;Via Del Guasto;2908
2019-10-09;2 Torri (Inizio Portico Via Zamboni);Facoltà Di Giurisprudenza;15294
2019-10-10;Porta San Donato;Via San Giacomo;1425
2019-10-10;Porta San Donato;Piazza Verdi;799
2019-10-10;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;2299
2019-10-10;Via San Giacomo;Piazza Scaravilli;56373
2019-10-10;Via San Giacomo;Piazza Rossini (Palazzo Malvezzi);6500
2019-10-10;Piazza Scaravilli;Porta San Donato;616
2019-10-10;Piazza Scaravilli;Via San Giacomo;33208
2019-10-10;Piazza Scaravilli;Facoltà Di Giurisprudenza;455
2019-10-10;Piazza Verdi;Piazza Scaravilli;746
2019-10-10;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;571
2019-10-10;2 Torri (Inizio Portico Via Zamboni);Piazza Rossini (Palazzo Malvezzi);4843
2019-10-11;Porta San Donato;Piazza Scaravilli;108
2019-10-11;Via Del Guasto;Facoltà Di Giurisprudenza;1823
2019-10-12;Facoltà Di Giurisprudenza;Piazza Scaravilli;314
2019-10-12;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;2754
2019-10-13;Porta San Donato;Via San Giacomo;1096
2019-10-13;Via San Giacomo;Piazza Puntoni (Via Zamboni);3194
2019-10-13;Piazza Scaravilli;Via San Giacomo;15211
2019-10-13;Palazzo Poggi;Porta San Donato;0
2019-10-13;Via Del Guasto;Piazza Puntoni (Via Zamboni);177
2019-10-13;Facoltà Di Giurisprudenza;Piazza Verdi;9847
2019-10-14;Palazzo Poggi;Piazza Scaravilli;20879
2019-10-14;Palazzo Poggi;Via Del Guasto;2453
2019-10-14;Palazzo Poggi;Facoltà Di Giurisprudenza;1213
2019-10-14;Piazza Verdi;Piazza Scaravilli;627
2019-10-14;Facoltà Di Giurisprudenza;Palazzo Poggi;561
2019-10-14;Facoltà Di Giurisprudenza;Piazza Verdi;9802
2019-10-14;2 Torri (Inizio Portico Via Zamboni);Via San Giacomo;743
2019-10-15;Piazza Verdi;Palazzo Poggi;2685
2019-10-15;Piazza Verdi;Via Del Guasto;8472
2019-10-17;Piazza Verdi;Via San Giacomo;9898
2019-10-17;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;760
2019-10-18;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;3430
2019-10-18;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;42
2019-10-19;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;2361
2019-10-19;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);88
2019-10-19;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);1762
2019-10-20;Porta San Donato;Palazzo Poggi;0
2019-10-20;Piazza Puntoni (Via Zamboni);Via San Giacomo;6638
2019-10-20;Via San Giacomo;Piazza Scaravilli;28201
2019-10-20;Piazza Scaravilli;Palazzo Poggi;0
2019-10-22;Piazza Scaravilli;Facoltà Di Giurisprudenza;476
2019-10-22;Palazzo Poggi;Piazza Verdi;5226
2019-10-22;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);175
2019-10-22;2 Torri (Inizio Portico Via Zamboni);Via San Giacomo;788
2019-10-23;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);5547
2019-10-23;Via Del Guasto;Piazza Scaravilli;271
2019-08-11;Via San Giacomo;Via Del Guasto;433
2019-08-11;Piazza Scaravilli;Piazza Rossini (Palazzo Malvezzi);501
2019-08-11;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);382
2019-08-11;2 Torri (Inizio Portico Via Zamboni);Via San Giacomo;2057
2019-08-12;Via San Giacomo;Via Del Guasto;524
2019-08-12;Via San Giacomo;Facoltà Di Giurisprudenza;3600
2019-08-12;Facoltà Di Giurisprudenza;Piazza Scaravilli;126
2019-08-12;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;288
2019-08-14;2 Torri (Inizio Portico Via Zamboni);Palazzo Poggi;0
2019-11-01;Piazza Scaravilli;Palazzo Poggi;0
2019-11-01;Palazzo Poggi;Piazza Verdi;0
2019-11-01;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);0
2019-11-01;Via Del Guasto;Facoltà Di Giurisprudenza;2062
2019-11-01;Piazza Verdi;Piazza Scaravilli;1080
2019-11-02;Porta San Donato;Via Del Guasto;114
2019-11-02;Piazza Puntoni (Via Zamboni);Piazza Verdi;510
2019-11-02;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);726
2019-11-02;Via San Giacomo;Via Del Guasto;3692
2019-11-02;Via San Giacomo;Facoltà Di Giurisprudenza;4840
2019-11-02;Via San Giacomo;Piazza Rossini (Palazzo Malvezzi);5884
2019-11-02;Piazza Scaravilli;Via San Giacomo;11669
2019-11-02;Via Del Guasto;2 Torri (Inizio Portico Via Zamboni);0
2019-11-02;Piazza Verdi;Facoltà Di Giurisprudenza;23738
2019-11-02;Facoltà Di Giurisprudenza;Piazza Verdi;14473
2019-11-02;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;0
2019-11-02;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;0
2019-11-03;Porta San Donato;Via Del Guasto;75
2019-11-03;Piazza Puntoni (Via Zamboni);Via San Giacomo;5797
2019-11-03;Via Del Guasto;Porta San Donato;86
2019-11-04;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;2071
2019-11-04;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);4724
2019-11-04;Via Del Guasto;Piazza Scaravilli;210
2019-11-04;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;842
2019-11-05;Piazza Verdi;Porta San Donato;606
2019-11-05;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);1647
2019-11-06;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);5593
2019-11-06;Piazza Rossini (Palazzo Malvezzi);2 Torri (Inizio Portico Via Zamboni);0
2019-11-07;Porta San Donato;Piazza Puntoni (Via Zamboni);5004
2019-11-07;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2019-11-07;Palazzo Poggi;Via San Giacomo;31274
2019-11-07;Palazzo Poggi;Via Del Guasto;3791
2019-11-07;Piazza Verdi;Via Del Guasto;7959
2019-11-07;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;0
2019-11-08;Piazza Puntoni (Via Zamboni);Via San Giacomo;7989
2019-11-08;Via San Giacomo;Piazza Verdi;8362
2019-11-08;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);232
2019-11-08;2 Torri (Inizio Portico Via Zamboni);Facoltà Di Giurisprudenza;0
2019-11-10;Piazza Verdi;Via San Giacomo;8237
2019-11-10;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;0
2019-11-10;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;4056
2019-11-11;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;3669
2019-11-11;Piazza Rossini (Palazzo Malvezzi);Piazza Verdi;14559
2019-11-12;Via San Giacomo;Piazza Verdi;6234
2019-11-12;Via San Giacomo;2 Torri (Inizio Portico Via Zamboni);0
2019-11-12;Piazza Scaravilli;Via San Giacomo;0
2019-11-12;Palazzo Poggi;Piazza Puntoni (Via Zamboni);3220
2019-11-12;Palazzo Poggi;Facoltà Di Giurisprudenza;1036
2019-11-12;Via Del Guasto;Palazzo Poggi;841
2019-11-12;Via Del Guasto;2 Torri (Inizio Portico Via Zamboni);0
2019-11-12;Piazza Verdi;Via San Giacomo;7139
2019-11-13;Porta San Donato;Piazza Scaravilli;0
2019-11-13;Porta San Donato;Palazzo Poggi;276
2019-11-13;Via San Giacomo;2 Torri (Inizio Portico Via Zamboni);0
2019-11-13;Palazzo Poggi;Via Del Guasto;2976
2019-11-13;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);0
2019-11-13;Facoltà Di Giurisprudenza;Via Del Guasto;778
2019-11-14;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;358
2019-11-14;Via San Giacomo;Palazzo Poggi;22347
2019-11-14;Via San Giacomo;Piazza Verdi;10454
2019-11-14;Facoltà Di Giurisprudenza;2 Torri (Inizio Portico Via Zamboni);0
2019-11-15;Piazza Puntoni (Via Zamboni);Porta San Donato;4067
2019-11-15;Piazza Puntoni (Via Zamboni);Via Del Guasto;219
2019-11-15;Piazza Verdi;Piazza Puntoni (Via Zamboni);658
2019-11-16;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;402
2019-11-16;Piazza Scaravilli;Piazza Rossini (Palazzo Malvezzi);0
2019-11-16;Via Del Guasto;Piazza Scaravilli;0
2019-11-16;Via Del Guasto;Piazza Verdi;9118
2019-11-16;Via Del Guasto;Facoltà Di Giurisprudenza;1548
2019-11-16;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);42174
2019-11-16;Piazza Rossini (Palazzo Malvezzi);2 Torri (Inizio Portico Via Zamboni);0
2019-11-17;Piazza Puntoni (Via Zamboni);Via Del Guasto;158
2019-11-17;Piazza Rossini (Palazzo Malvezzi);2 Torri (Inizio Portico Via Zamboni);0
2019-11-18;Porta San Donato;Facoltà Di Giurisprudenza;380
2019-11-18;Palazzo Poggi;Via Del Guasto;2628
2019-11-18;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2019-11-20;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;5566
2019-11-21;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);0
2019-11-21;Piazza Scaravilli;Facoltà Di Giurisprudenza;0
2019-11-21;Via Del Guasto;Piazza Rossini (Palazzo Malvezzi);3648
2019-11-21;2 Torri (Inizio Portico Via Zamboni);Piazza Verdi;0
2019-11-22;Piazza Puntoni (Via Zamboni);Palazzo Poggi;2328
2019-11-22;2 Torri (Inizio Portico Via Zamboni);Piazza Verdi;0
2019-11-23;Porta San Donato;Piazza Scaravilli;0
2019-11-23;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);1367
2019-11-23;Piazza Puntoni (Via Zamboni);2 Torri (Inizio Portico Via Zamboni);0
2019-12-09;Facoltà Di Giurisprudenza;Via San Giacomo;1491
2019-12-09;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);957
2019-12-10;Via San Giacomo;Piazza Verdi;4813
2019-12-12;Piazza Verdi;Via Del Guasto;6190
2019-12-12;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;0
2019-12-13;Piazza Scaravilli;Facoltà Di Giurisprudenza;0
2019-12-13;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);0
2019-12-13;Via Del Guasto;Piazza Rossini (Palazzo Malvezzi);2468
2019-12-14;Piazza Rossini (Palazzo Malvezzi);Via San Giacomo;7977
2019-12-14;Piazza Rossini (Palazzo Malvezzi);2 Torri (Inizio Portico Via Zamboni);0
2019-12-14;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2019-12-14;2 Torri (Inizio Portico Via Zamboni);Facoltà Di Giurisprudenza;0
2019-12-15;Palazzo Poggi;Porta San Donato;0
2019-12-16;Via San Giacomo;Piazza Scaravilli;0
2019-12-16;Palazzo Poggi;Via San Giacomo;18615
2019-12-16;Facoltà Di Giurisprudenza;Via San Giacomo;1900
2019-12-16;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;554
2019-12-16;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2019-12-17;Porta San Donato;Piazza Scaravilli;0
2019-12-17;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);331
2019-12-17;Piazza Verdi;Piazza Puntoni (Via Zamboni);590
2019-12-18;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;0
2019-12-18;Piazza Rossini (Palazzo Malvezzi);2 Torri (Inizio Portico Via Zamboni);0
2019-12-18;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;0
2019-12-18;2 Torri (Inizio Portico Via Zamboni);Palazzo Poggi;0
2019-12-19;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);388
2019-12-23;Porta San Donato;Piazza Puntoni (Via Zamboni);2617
2020-02-08;Via San Giacomo;Palazzo Poggi;6237
2020-02-08;Via San Giacomo;Facoltà Di Giurisprudenza;4970
2020-02-08;Via Del Guasto;Facoltà Di Giurisprudenza;1783
2020-02-08;Piazza Verdi;Porta San Donato;585
2020-02-08;Piazza Verdi;Piazza Scaravilli;0
2020-02-08;Piazza Verdi;2 Torri (Inizio Portico Via Zamboni);0
2020-02-08;Facoltà Di Giurisprudenza;Via Del Guasto;825
2020-02-08;Piazza Rossini (Palazzo Malvezzi);Facoltà Di Giurisprudenza;20926
2020-02-09;Porta San Donato;Piazza Puntoni (Via Zamboni);2689
2020-02-09;Piazza Puntoni (Via Zamboni);2 Torri (Inizio Portico Via Zamboni);0
2020-02-09;Via San Giacomo;Piazza Puntoni (Via Zamboni);3027
2020-02-09;Piazza Scaravilli;Facoltà Di Giurisprudenza;0
2020-02-09;Palazzo Poggi;Facoltà Di Giurisprudenza;0
2020-02-09;Via Del Guasto;Palazzo Poggi;0
2020-02-09;Via Del Guasto;Piazza Verdi;8946
2020-02-09;Piazza Verdi;Porta San Donato;546
2020-02-09;Facoltà Di Giurisprudenza;Porta San Donato;285
2020-02-09;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);257
2020-02-09;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;5135
2020-02-09;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;0
2020-02-09;2 Torri (Inizio Portico Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
2020-02-10;Via San Giacomo;Palazzo Poggi;239
2020-02-10;Palazzo Poggi;Porta San Donato;5
2020-02-10;Palazzo Poggi;Piazza Scaravilli;0
2020-02-10;Via Del Guasto;Piazza Verdi;8384
2020-02-10;Piazza Verdi;Palazzo Poggi;10
2020-02-10;Facoltà Di Giurisprudenza;2 Torri (Inizio Portico Via Zamboni);0
2020-02-10;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;0
2020-02-10;2 Torri (Inizio Portico Via Zamboni);Palazzo Poggi;0
2020-02-10;2 Torri (Inizio Portico Via Zamboni);Piazza Verdi;0
2020-02-11;Porta San Donato;Facoltà Di Giurisprudenza;372
2020-02-11;Piazza Puntoni (Via Zamboni);Palazzo Poggi;2003
2020-02-11;Via San Giacomo;Porta San Donato;604
2020-02-11;Piazza Scaravilli;Via San Giacomo;0
2020-02-11;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);4979
2020-02-11;2 Torri (Inizio Portico Via Zamboni);Piazza Verdi;0
2020-02-12;Porta San Donato;Via Del Guasto;142
2020-02-12;Porta San Donato;Facoltà Di Giurisprudenza;396
2020-02-12;Piazza Puntoni (Via Zamboni);Via Del Guasto;220
2020-02-12;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;201
2020-02-12;Via San Giacomo;Palazzo Poggi;37145
2020-02-12;Via San Giacomo;Piazza Verdi;6432
2020-02-12;Via San Giacomo;Piazza Rossini (Palazzo Malvezzi);5393
2020-02-12;Piazza Scaravilli;Via San Giacomo;0
2020-02-12;Piazza Scaravilli;Piazza Rossini (Palazzo Malvezzi);0
2020-02-12;Palazzo Poggi;Via San Giacomo;24556
2020-02-12;Piazza Verdi;Palazzo Poggi;2256
2020-02-12;Piazza Rossini (Palazzo Malvezzi);Via San Giacomo;9946
2020-02-12;Piazza Rossini (Palazzo Malvezzi);2 Torri (Inizio Portico Via Zamboni);0
2020-02-12;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;0
2020-02-12;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2020-02-13;Porta San Donato;Piazza Scaravilli;0
2020-02-13;Porta San Donato;Facoltà Di Giurisprudenza;447
2020-02-13;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);677
2020-02-13;Via San Giacomo;Piazza Scaravilli;0
2020-02-13;Via San Giacomo;Via Del Guasto;2856
2020-02-13;Piazza Scaravilli;Via Del Guasto;0
2020-02-13;Piazza Scaravilli;Facoltà Di Giurisprudenza;0
2020-02-13;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);0
2020-02-13;Palazzo Poggi;Piazza Scaravilli;0
2020-02-13;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;3789
2020-02-13;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;0
2020-02-14;Porta San Donato;Facoltà Di Giurisprudenza;505
2020-02-14;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);0
2020-02-14;Piazza Puntoni (Via Zamboni);Porta San Donato;3181
2020-02-14;Piazza Puntoni (Via Zamboni);Via San Giacomo;6729
2020-02-14;Piazza Puntoni (Via Zamboni);Palazzo Poggi;1919
2020-02-14;Piazza Puntoni (Via Zamboni);2 Torri (Inizio Portico Via Zamboni);0
2020-02-14;Via San Giacomo;Via Del Guasto;2948
2020-02-14;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2020-02-14;Piazza Scaravilli;Via Del Guasto;0
2020-02-14;Facoltà Di Giurisprudenza;Via San Giacomo;2600
2020-02-14;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;0
2020-02-15;Porta San Donato;Via Del Guasto;81
2020-02-15;Via San Giacomo;Piazza Scaravilli;0
2020-02-15;Piazza Scaravilli;Via Del Guasto;0
2020-02-15;Palazzo Poggi;Piazza Scaravilli;0
2020-02-15;Palazzo Poggi;Facoltà Di Giurisprudenza;53
2020-02-15;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);55
2020-02-15;Via Del Guasto;Piazza Scaravilli;0
2020-02-15;Via Del Guasto;Palazzo Poggi;0
2020-02-15;Via Del Guasto;Piazza Rossini (Palazzo Malvezzi);4480
2020-02-15;Facoltà Di Giurisprudenza;Porta San Donato;385
2020-02-15;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;886
2020-02-15;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);1732
2020-02-15;Piazza Rossini (Palazzo Malvezzi);Via San Giacomo;10773
2020-02-15;Piazza Rossini (Palazzo Malvezzi);Facoltà Di Giurisprudenza;22110
2020-02-16;Porta San Donato;Palazzo Poggi;0
2020-02-16;Porta San Donato;Via Del Guasto;76
2020-02-16;Via San Giacomo;Porta San Donato;849
2020-02-16;Via San Giacomo;Piazza Verdi;7865
2020-02-16;Piazza Scaravilli;Porta San Donato;0
2020-02-16;Piazza Scaravilli;Facoltà Di Giurisprudenza;0
2020-02-16;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;686
2020-02-16;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;0
2020-02-16;Piazza Rossini (Palazzo Malvezzi);Piazza Verdi;12055
2020-02-16;2 Torri (Inizio Portico Via Zamboni);Piazza Verdi;0
2020-02-17;Porta San Donato;Via Del Guasto;173
2020-02-17;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;0
2020-02-17;Piazza Scaravilli;Via San Giacomo;0
2020-02-17;Palazzo Poggi;Via Del Guasto;582
2020-02-17;Via Del Guasto;Porta San Donato;171
2020-02-17;Piazza Verdi;Palazzo Poggi;453
2020-02-17;Facoltà Di Giurisprudenza;Via San Giacomo;2387
2020-02-17;Facoltà Di Giurisprudenza;Via Del Guasto;1001
2020-02-17;Facoltà Di Giurisprudenza;2 Torri (Inizio Portico Via Zamboni);0
2020-02-18;Porta San Donato;Piazza Scaravilli;5
2020-02-18;Porta San Donato;Palazzo Poggi;238
2020-02-18;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);309
2020-02-18;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);0
2020-02-18;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);698
2020-02-18;Via San Giacomo;Facoltà Di Giurisprudenza;2736
2020-02-18;Via San Giacomo;2 Torri (Inizio Portico Via Zamboni);0
2020-02-18;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);0
2020-02-18;Palazzo Poggi;Via San Giacomo;28305
2020-02-18;Via Del Guasto;Palazzo Poggi;788
2020-02-18;Facoltà Di Giurisprudenza;Piazza Verdi;6701
2020-02-19;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;0
2020-02-19;Via San Giacomo;Piazza Rossini (Palazzo Malvezzi);5859
2020-02-19;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2020-02-19;Piazza Scaravilli;Palazzo Poggi;0
2020-02-19;Via Del Guasto;Via San Giacomo;2468
2020-02-19;Piazza Verdi;Palazzo Poggi;1991
2020-02-19;Facoltà Di Giurisprudenza;Piazza Scaravilli;0
2020-02-19;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);1268
2020-02-20;Porta San Donato;Via San Giacomo;1413
2020-02-20;Porta San Donato;Via Del Guasto;182
2020-02-20;Piazza Puntoni (Via Zamboni);Palazzo Poggi;623
2020-02-20;Via San Giacomo;Piazza Scaravilli;0
2020-02-20;Piazza Scaravilli;Via San Giacomo;0
2020-02-20;Piazza Scaravilli;Piazza Rossini (Palazzo Malvezzi);0
2020-02-20;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);0
2020-02-20;Palazzo Poggi;Piazza Puntoni (Via Zamboni);1013
2020-02-20;Palazzo Poggi;Via San Giacomo;9205
2020-02-20;Via Del Guasto;Piazza Scaravilli;0
2020-02-20;Piazza Verdi;Via San Giacomo;9357
2020-02-20;Piazza Verdi;Piazza Scaravilli;0
2020-02-20;Piazza Verdi;Palazzo Poggi;727
2020-02-20;Piazza Verdi;Via Del Guasto;7958
2020-02-20;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2020-02-20;2 Torri (Inizio Portico Via Zamboni);Facoltà Di Giurisprudenza;0
2020-02-20;2 Torri (Inizio Portico Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
2020-02-21;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;243
2020-02-21;Piazza Scaravilli;Porta San Donato;0
2020-02-21;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2020-02-21;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);0
2020-02-21;Via Del Guasto;2 Torri (Inizio Portico Via Zamboni);0
2020-02-21;Piazza Verdi;Piazza Rossini (Palazzo Malvezzi);15697
2020-02-21;Facoltà Di Giurisprudenza;Via San Giacomo;2985
2020-02-21;Facoltà Di Giurisprudenza;Piazza Scaravilli;0
2020-02-21;Piazza Rossini (Palazzo Malvezzi);Piazza Verdi;16330
2020-02-22;Porta San Donato;Piazza Scaravilli;0
2020-02-22;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);0
2020-02-22;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;0
2020-02-22;Piazza Puntoni (Via Zamboni);Palazzo Poggi;18
2020-02-22;Via San Giacomo;Piazza Verdi;8567
2020-02-22;Piazza Scaravilli;Via San Giacomo;0
2020-02-22;Piazza Scaravilli;Via Del Guasto;0
2020-02-22;Piazza Scaravilli;Piazza Verdi;0
2020-02-22;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);0
2020-02-22;Piazza Verdi;Via Del Guasto;4980
2020-02-22;Piazza Verdi;Facoltà Di Giurisprudenza;11192
2020-02-22;Facoltà Di Giurisprudenza;Piazza Scaravilli;0
