CODARCO;CODVIA;NOMEVIA;NUMQUART;Quartiere;Da;A;COD_NODO1;COD_NODO2;DATA_ISTIT;LUNGHEZ;CIVICO_MIN;ESPONENTE_;CIVICO_MAS;ESPONENTE0;CIVICO_MI0;ESPONENTE1;CIVICO_MA0;ESPONENTE2;Geo Point;Geo Shape;Codice nazionale Anncsu strada
8194;37000;VIA ENRICO MATTEI;14;San Donato - San Vitale;VIA ENRICO MATTEI;VIA ENRICO MATTEI;16222;16223;1998-06-03;217.0;48;9;52;2C;;;;;44.496972733334246, 11.407111992706671;"{""coordinates"": [[11.406883679805313, 44.49601657644112], [11.406847464596234, 44.49641010436385], [11.406896399929737, 44.49656184623844], [11.40694431996726, 44.49668860934912], [11.407521692725943, 44.49789297822908]], ""type"": ""LineString""}";759494
8062;63100;VIA FRANCESCO ZANARDI;12;Navile;VIA FRANCESCO ZANARDI;VIA FRANCESCO ZANARDI;16065;16066;1998-01-15;119.0;;;;;247;;249;;44.5254832180002, 11.318032339403251;"{""coordinates"": [[11.318049173321777, 44.52505882211538], [11.318185513206267, 44.525088705693825], [11.318216321803336, 44.52511318814314], [11.318235206878303, 44.5251467082166], [11.317919662431505, 44.52581985346837], [11.317885767665992, 44.52583590005051], [11.317843314942662, 44.52583543867152], [11.31767394068289, 44.525797970060516]], ""type"": ""LineString""}";759601
130;20150;VIA GIUSEPPE DI VAGNO;11;Borgo Panigale - Reno;VIA ALBERTO BERGAMINI;VIA RUGGERO GRIECO;4473;4479;1991-10-21;78.0;;;;;7;;7;;44.49238258403158, 11.295764481637168;"{""coordinates"": [[11.295947870646044, 44.49271395776749], [11.295701703290845, 44.492253339411995], [11.295634596083858, 44.492157956064815], [11.29555507051875, 44.492068854133805]], ""type"": ""LineString""}";759767
445;15100;VIA DELLA CAVA;16;Savena;VICOLO CASE;VIA GIACOMO FILIPPO NOVARO;5564;5573;1991-10-21;77.0;;;;;;;;;44.458463810423595, 11.368041793749889;"{""coordinates"": [[11.368051990889745, 44.45880688384105], [11.368079142498766, 44.45873572198542], [11.368074437809991, 44.45861938858722], [11.368028280775004, 44.45835206774387], [11.367983900727062, 44.45811873094588]], ""type"": ""LineString""}";759288
448;10520;VIA GIORDANO BRUNO;16;Savena;VIA TOSCANA;VIA ALBERTO FRANCHETTI;5569;5568;1991-10-21;87.0;2;;6;A;1;;5;;44.45651716222338, 11.368636962713264;"{""coordinates"": [[11.369110950847853, 44.45632158497324], [11.368162974578674, 44.45671273947352]], ""type"": ""LineString""}";759679
449;24250;VIA ALBERTO FRANCHETTI;16;Savena;VIA GIORDANO BRUNO;VIA TOMMASO CAMPANELLA;5568;5549;1991-10-21;96.0;2;;4;;1;;3;;44.456326764781224, 11.367898566593185;"{""coordinates"": [[11.368162974578674, 44.45671273947352], [11.367987360989458, 44.45646361560424], [11.367707881758161, 44.45603992413848], [11.367636134124579, 44.45593945744152]], ""type"": ""LineString""}";758732
636;31300;VIA ERCOLE LELLI;16;Savena;VIA TOSCANA;VIA GIOVANNI BATTISTA CORTESI;5813;5811;1991-10-21;58.0;;;;;1;;3;;44.47158503997318, 11.369845849460436;"{""coordinates"": [[11.369551772990715, 44.471428620239976], [11.370019478864569, 44.471679914550975], [11.370144618550121, 44.471731548102134]], ""type"": ""LineString""}";759504
8665;35100;VIA MARCO EMILIO LEPIDO;11;Borgo Panigale - Reno;VIA ALESSANDRO TASSONI;VIA MARCO EMILIO LEPIDO;16594;16600;1999-06-18;126.0;206;;212;;;;;;44.529456413092404, 11.240573327124823;"{""coordinates"": [[11.239871534261404, 44.52972554020677], [11.241152618217956, 44.529232165364284], [11.241225148081426, 44.52921647238267], [11.241281612590816, 44.52921536381306]], ""type"": ""LineString""}";759969
8667;35100;VIA MARCO EMILIO LEPIDO;11;Borgo Panigale - Reno;VIA MARCO EMILIO LEPIDO;VIA MARCO EMILIO LEPIDO;15114;16874;1999-06-18;577.0;214;3;218;4;235;;265;;44.531339501038794, 11.23559367577258;"{""coordinates"": [[11.232328825558579, 44.53245726904566], [11.233808380944001, 44.53196944022469], [11.235370215387043, 44.531435742556376], [11.236069847170201, 44.53119838130425], [11.236681663166504, 44.53098136263206], [11.237735901366502, 44.53057245822303], [11.23871900699829, 44.53020103026126], [11.238834676212969, 44.53015500044507]], ""type"": ""LineString""}";759969
8530;14650;VIA LA CASTIGLIA;15;Santo Stefano;VIA LA CASTIGLIA;VIA LA CASTIGLIA;14037;16460;1998-07-23;64.0;;;;;;;;;44.473696330921946, 11.367375611904476;"{""coordinates"": [[11.367640576320081, 44.47391232263923], [11.367110647488872, 44.47348033920466]], ""type"": ""LineString""}";760463
7699;47550;VIA DEL PORTO;13;Porto - Saragozza;VIA FRATELLI ROSSELLI;VIA AZZO GARDINO;10186;15478;1997-11-05;72.0;44;;48;5;;;;;44.50184150787031, 11.337269263680922;"{""coordinates"": [[11.337405555382635, 44.502152011985636], [11.337297535971599, 44.50189016920302], [11.337174426112549, 44.501638168996905], [11.337120744135566, 44.50153666570922]], ""type"": ""LineString""}";759252
9012;12320;VIA PAOLO CANALI;14;San Donato - San Vitale;ROTONDA GIUSEPPE ANTONIO TORRI;VIA PAOLO CANALI;16907;16831;2000-03-30;523.0;4;;10;;3;;3;;44.5129615219494, 11.41059230945718;"{""coordinates"": [[11.412852520760769, 44.512363465350184], [11.412885795645066, 44.512582199208175], [11.412894763169332, 44.51272657263765], [11.412877242525909, 44.51281325045839], [11.41284109841267, 44.51288736726142], [11.412804331469577, 44.51294639993756], [11.412749144768743, 44.51299719749422], [11.412670203277907, 44.513057121556585], [11.412554841547395, 44.51311134248293], [11.412447717011881, 44.513145970701636], [11.412312664451532, 44.513161779525674], [11.412215993322768, 44.51315734960542], [11.412085741274778, 44.513142844151346], [11.411973375096238, 44.513123639395204], [11.41113150725185, 44.51281969180507], [11.411021829784374, 44.51278756466927], [11.41096345656941, 44.51277670716916], [11.41012588247986, 44.51265625950293], [11.409947443940261, 44.51266003589246], [11.409726950317715, 44.51269749610806], [11.409536260451224, 44.512755059661615], [11.409331599075426, 44.512824999217656], [11.409160191685565, 44.51288215514688], [11.408951271004511, 44.51296599382926], [11.408799585815858, 44.51303310394568], [11.408702780013003, 44.51308522792179], [11.40859711451002, 44.51315653414472], [11.408499186920244, 44.51323975842755], [11.408446071061613, 44.513297856290734], [11.408403036418303, 44.513366112367976], [11.408376871595411, 44.51343401250123], [11.408353546933192, 44.51351221464237], [11.408344122561024, 44.51357631359274], [11.40834675317228, 44.51364014920058], [11.408347890746626, 44.51366775403061], [11.408361154874013, 44.513696831500255], [11.40837186345624, 44.51372251490916], [11.408482527733227, 44.51388940096503]], ""type"": ""LineString""}";760094
8086;29880;VIA DELL'IDRAULICO;14;San Donato - San Vitale;VIA DEL MURATORE;VIA DELL'INCISORE;15684;16117;1998-03-03;278.0;2;;12;;1;;17;2;44.501677140213076, 11.40898141797764;"{""coordinates"": [[11.410580152302648, 44.50117362452483], [11.407382683652633, 44.50218065590131]], ""type"": ""LineString""}";759370
8673;59670;VIA UMBRO LORENZINI;11;Borgo Panigale - Reno;VIA UMBRO LORENZINI;VIA MARCO EMILIO LEPIDO;16598;16593;1999-06-18;791.0;;;;;11;;13;A;44.53332356532133, 11.23642352811602;"{""coordinates"": [[11.239611267017144, 44.53049349556717], [11.239423786018351, 44.53074634606254], [11.23906787296927, 44.53121755282676], [11.238786183087901, 44.53161648882039], [11.238558687712079, 44.53189895774442], [11.238323243029955, 44.53216584561884], [11.238217745326017, 44.53228331774023], [11.23792429457784, 44.53256708750811], [11.237573313878054, 44.53288082831328], [11.236903284288589, 44.53338440910677], [11.2364167301926, 44.53370081179408], [11.235997086003964, 44.53394507883716], [11.235648390633868, 44.53412763785185], [11.235201578996122, 44.534333092883266], [11.234797228481076, 44.5344983738145], [11.234497232740276, 44.53461179065953], [11.233744235747361, 44.534865202639125], [11.233095490822137, 44.535064121542895], [11.232583365970509, 44.535214289934686]], ""type"": ""LineString""}";760542
8345;19200;VIA DANTE;15;Santo Stefano;VIALE GIOSUE' CARDUCCI;VIA DANTE;16328;6358;1998-06-22;117.0;14;2;18;;11;;17;;44.48745868717147, 11.358640226587964;"{""coordinates"": [[11.35936544264543, 44.4875330456115], [11.358104543958756, 44.48740339058042], [11.35791474519683, 44.48738714535567]], ""type"": ""LineString""}";759095
8347;1100;VIA LEANDRO ALBERTI;15;Santo Stefano;VIALE ALFREDO ORIANI;VIA LEANDRO ALBERTI;6363;16331;1998-06-29;87.0;2;;6;2;1;;1;2;44.486857717363755, 11.362139133008297;"{""coordinates"": [[11.361678757985393, 44.487068146530646], [11.36177953009427, 44.48701489991243], [11.361846317538186, 44.4869827292241], [11.36190942060577, 44.48694807799282], [11.362607006207218, 44.48666340250069]], ""type"": ""LineString""}";759863
8069;62660;VIA EDOARDO WEBER;14;San Donato - San Vitale;VIA EDOARDO WEBER;VIA EDOARDO WEBER;16089;16092;1998-02-13;132.0;2;;12;;1;;3;;44.50230754240737, 11.393291483256458;"{""coordinates"": [[11.392531869159319, 44.50254594002271], [11.394051097353602, 44.50206914479203]], ""type"": ""LineString""}";759475
8071;54000;VIA DELLE SCUOLE;11;Borgo Panigale - Reno;VIA DELLE SCUOLE;VIA ERCOLE NANI;15786;16100;1998-02-16;69.0;20;2;24;;3;2;3;3;44.51791194253903, 11.278984503267907;"{""coordinates"": [[11.279177310968048, 44.51818789745622], [11.278791695567765, 44.51763598762183]], ""type"": ""LineString""}";759364
7754;55950;VIA STALINGRADO;12;Navile;VIA STALINGRADO;TANGENZIALE SAN LAZZARO-CASALECCHIO;13428;15566;1997-11-19;114.0;;;;;;;;;44.52327848837213, 11.364236024663313;"{""coordinates"": [[11.364523362643054, 44.52375509405876], [11.364465305589432, 44.523622761909955], [11.364359976142008, 44.52342867014345], [11.36428488610393, 44.52331666733687], [11.36408453272783, 44.52306118348671], [11.363901695197967, 44.52283145292957]], ""type"": ""LineString""}";760342
8920;20550;PIAZZA DI PORTA SAN DONATO;15;Santo Stefano;VIA IRNERIO;PIAZZA DI PORTA SAN DONATO;16779;10460;2000-01-19;91.0;2;;2;;;;;;44.49831988110781, 11.356049805518092;"{""coordinates"": [[11.356588255599394, 44.49833168392305], [11.356487841968884, 44.49828173993954], [11.356366402558445, 44.49825470932491], [11.356208533430783, 44.49826288339213], [11.355895173834265, 44.4983382747014], [11.355504115348056, 44.498420507965996]], ""type"": ""LineString""}";759414
459;2250;VIA DELL'ANGELO CUSTODE;16;Savena;VIA TOSCANA;VIA BUON PASTORE;5580;5575;1991-10-21;41.0;;;;;1;;1;;44.45964600578892, 11.370053638295794;"{""coordinates"": [[11.370201262966544, 44.459767214782396], [11.370147418926615, 44.45975029147682], [11.370101790478277, 44.45972920040541], [11.370035634733874, 44.459684498484876], [11.369969632835494, 44.4594671949644]], ""type"": ""LineString""}";759339
1063;59300;PIAZZA DEI TRIBUNALI;15;Santo Stefano;VIA DELLE TOVAGLIE;VIA GIUSEPPE GARIBALDI;5993;13525;1993-04-27;47.0;6;;6;D;5;;5;F;44.48869796039287, 11.343026797473618;"{""coordinates"": [[11.342946877059347, 44.48849660132011], [11.343106717887892, 44.48889931946563]], ""type"": ""LineString""}";759173
7700;3900;VIA AZZO GARDINO;13;Porto - Saragozza;VIA AZZO GARDINO;VIA DEL PORTO;15478;10205;1997-11-05;62.0;;;;;33;2;45;;44.5012751443963, 11.336985790116666;"{""coordinates"": [[11.337120744135566, 44.50153666570922], [11.336850836097765, 44.50101362308339]], ""type"": ""LineString""}";758896
7701;36300;VIA MASACCIO;11;Borgo Panigale - Reno;VIA ACHILLE GRANDI;VIA MASACCIO;4408;15483;1997-11-05;99.0;;;;;;;;;44.4931321329094, 11.28730970216785;"{""coordinates"": [[11.287522077186699, 44.493549012415656], [11.287447306996855, 44.4933406872465], [11.287390070468792, 44.493240104827684], [11.287291763840967, 44.49311172604027], [11.28722072184075, 44.49299869947988], [11.287081087549794, 44.492721732488505]], ""type"": ""LineString""}";759994
7703;10000;VIA PAOLO BOVI CAMPEGGI;13;Porto - Saragozza;VIA DE LA BOVA;VIA PAOLO BOVI CAMPEGGI;10217;15486;1997-11-06;69.0;;;;;13;;15;;44.505511398214935, 11.33467691979947;"{""coordinates"": [[11.334250070378028, 44.505575692038626], [11.335103769220913, 44.505447104391244]], ""type"": ""LineString""}";760093
7705;10000;VIA PAOLO BOVI CAMPEGGI;13;Porto - Saragozza;VIA PAOLO BOVI CAMPEGGI;VIA PAOLO BOVI CAMPEGGI;15486;15487;1997-11-06;75.0;;;;;;;;;44.50511813732341, 11.335009124915075;"{""coordinates"": [[11.335103769220913, 44.505447104391244], [11.334914480609237, 44.50478917025558]], ""type"": ""LineString""}";760093
7709;26100;VIA DEL GENIO;13;Porto - Saragozza;VIA DEL GENIO;VIA DEL GENIO;14000;15497;1997-11-10;45.0;;;;;1;4;1;4;44.48264095594476, 11.315114856854459;"{""coordinates"": [[11.315182661168548, 44.48283655331688], [11.31504705254037, 44.48244535857264]], ""type"": ""LineString""}";759212
9035;59670;VIA UMBRO LORENZINI;11;Borgo Panigale - Reno;VIA UMBRO LORENZINI;VIA UMBRO LORENZINI;16875;16873;2000-09-05;36.0;;;;;;;;;44.53005580210316, 11.240062449410093;"{""coordinates"": [[11.240200826209144, 44.529927037604025], [11.239924072611045, 44.53018456660231]], ""type"": ""LineString""}";760542
8349;1100;VIA LEANDRO ALBERTI;15;Santo Stefano;VIA LEANDRO ALBERTI;VIA LEANDRO ALBERTI;16331;16332;1998-06-29;66.0;;;;;3;;19;;44.48640655462998, 11.362399475964693;"{""coordinates"": [[11.362607006207218, 44.48666340250069], [11.362191945722167, 44.486149706759264]], ""type"": ""LineString""}";759863
8350;13150;VIALE GIOSUE' CARDUCCI;15;Santo Stefano;PIAZZA DI PORTA MAGGIORE;VIALE GIOSUE' CARDUCCI;6486;16334;1998-06-29;79.0;2;;12;;;;;;44.48922129833805, 11.357707375012861;"{""coordinates"": [[11.357675202613928, 44.4895770757819], [11.357680409333494, 44.489489400058595], [11.357742628323935, 44.48886576596547]], ""type"": ""LineString""}";759687
7510;5950;VIA DEL BECCACCINO;11;Borgo Panigale - Reno;PIAZZA CLODOVEO BONAZZI;PIAZZA ALDO CAPITINI;13553;15156;1997-07-24;19.0;;;;;;;;;44.495522738180696, 11.292927877005946;"{""coordinates"": [[11.292963749908438, 44.49560376565249], [11.292892004103457, 44.49544171070891]], ""type"": ""LineString""}";759181
8487;54650;VIA SIEPELUNGA;16;Savena;VIA SIEPELUNGA;VIA SIEPELUNGA;16429;16012;1998-07-14;729.0;48;2;58;;71;;77;;44.46797528389534, 11.361247301137396;"{""coordinates"": [[11.360963795266235, 44.470865485313354], [11.360959540762375, 44.47078743962383], [11.360952482302032, 44.47069099656719], [11.360939975326612, 44.47057760624217], [11.360924036100041, 44.47049725447152], [11.360893551919387, 44.4704103885331], [11.360862656355316, 44.47033888055041], [11.360832229334624, 44.47026838916654], [11.360811250334503, 44.470204283291636], [11.360788404241397, 44.4701250556224], [11.360759686118538, 44.47004269043754], [11.360749790354848, 44.46999402889421], [11.360752994185551, 44.46995532341593], [11.360758951459418, 44.46990633402468], [11.360775326230208, 44.469840078240956], [11.360793696251571, 44.469784017164116], [11.360812668712917, 44.46974507560105], [11.360836751123847, 44.469715625142754], [11.360859198849685, 44.46968741483714], [11.360898383640942, 44.46963934070855], [11.360919346124744, 44.46961358281153], [11.360942882660257, 44.4695877446661], [11.36098885104342, 44.469547020382834], [11.36104755242651, 44.46950716705485], [11.361084744019541, 44.469484800542425], [11.361131399449949, 44.46946111294408], [11.361184398144593, 44.469437285119035], [11.361238979570624, 44.46941342453106], [11.361287538066387, 44.46939764681376], [11.361334501199364, 44.4693819020766], [11.361593203910191, 44.46930380926064], [11.36176167522648, 44.469231003704856], [11.361842617933982, 44.469191824137944], [11.361896970190207, 44.469162296328285], [11.36194026327085, 44.46913412264324], [11.361970960889236, 44.46910848721759], [11.361996818352782, 44.469080674271], [11.362019235490774, 44.46904611752391], [11.362040057277948, 44.469011593782724], [11.362045301430996, 44.46898421634931], [11.362054115129109, 44.468927218470306], [11.362056132921724, 44.46888842945998], [11.362057330359988, 44.4688498734868], [11.362054052131485, 44.4688078901002], [11.362049008212228, 44.46876140593], [11.362018456078525, 44.468633615783865], [11.361963420413417, 44.46846922343337], [11.361734745868194, 44.467875559767734], [11.361571965931306, 44.46744054494083], [11.361494939874323, 44.46727509481884], [11.361439757314058, 44.467114468313945], [11.361358180540723, 44.46685332436726], [11.36123171619491, 44.46650689975984], [11.361103279581855, 44.46625803216115], [11.361015205016868, 44.46608039559199], [11.360841676260291, 44.46579005795693], [11.360725721845577, 44.465605921674296], [11.360668312425906, 44.46552714761812], [11.360605893724061, 44.465472541124036], [11.360394530583147, 44.46531879869052], [11.360080656649947, 44.4651044179889]], ""type"": ""LineString""}";760331
7830;5830;VIA DEL BATTIRAME;14;San Donato - San Vitale;VIA DEL BATTIRAME;VIA DEL BATTIRAME;15668;15667;1997-12-01;26.0;;;;;;;;;44.50382432448241, 11.416005662149338;"{""coordinates"": [[11.41607040175763, 44.503933573245455], [11.415940922541049, 44.503715075719356]], ""type"": ""LineString""}";759180
7912;44670;VIA CESARE PAVESE;16;Savena;VIA TOSCANA;VIA CESARE PAVESE;5523;15813;1997-12-05;33.0;;;;;;;;;44.45070069341191, 11.361655397479016;"{""coordinates"": [[11.361838786201412, 44.45063358960611], [11.361680117906662, 44.450695110371875], [11.361470088109698, 44.45076236578606]], ""type"": ""LineString""}";759050
8277;42850;VIA DELL'OSSERVANZA;15;Santo Stefano;VIA DELL'OSSERVANZA;VIA DI GAIBOLA;16281;4356;1998-06-16;685.0;66;;86;;27;;37;;44.481561927046215, 11.33228119068142;"{""coordinates"": [[11.335716001680943, 44.483324238054124], [11.335603371709661, 44.483181060496584], [11.335483261247917, 44.483045787106335], [11.335345318858975, 44.48289253108792], [11.335242492852162, 44.482797712625604], [11.335115316921923, 44.48268197497819], [11.334926799992967, 44.48252872667292], [11.334779372034307, 44.482405237519565], [11.334685919534643, 44.48233224719631], [11.334569726285265, 44.48225250177993], [11.334506374711745, 44.482209666605335], [11.334404903537193, 44.482155358385405], [11.334355687324026, 44.482123262252365], [11.334292483186896, 44.48208411500974], [11.334192378863328, 44.48202119016705], [11.334129076619071, 44.48197957812617], [11.334079946104369, 44.48194993783114], [11.333954772301942, 44.48190225361822], [11.333850799902438, 44.48187127677012], [11.33375205192605, 44.481842650730904], [11.333613915434515, 44.48181360545894], [11.333361249112643, 44.481746452407485], [11.33320015340848, 44.481699483607265], [11.333049311375953, 44.481652323024576], [11.332940884314201, 44.481595697946126], [11.332802943717471, 44.48152864770003], [11.33258971825452, 44.48141617806905], [11.332393628008754, 44.4813114692802], [11.332178852195106, 44.48120675478617], [11.332074150524683, 44.481157425901195], [11.331971608821256, 44.48111906297964], [11.331867492540715, 44.481084414194555], [11.331779122052092, 44.48105802316642], [11.331666036417367, 44.481035584886726], [11.331566935510356, 44.4810182354182], [11.331458657137743, 44.4810081943602], [11.331278047055495, 44.480987368835365], [11.331095239824537, 44.48097072908873], [11.330951443062158, 44.480954813934936], [11.330787592028761, 44.480925065944554], [11.330670087170262, 44.48089805355768], [11.330535079112494, 44.48086158554909], [11.330455558613888, 44.48084236794377], [11.330363856444114, 44.480818492540934], [11.330268981503668, 44.48080083060913], [11.330181441425212, 44.48079526241801], [11.33010436137058, 44.48079437806972], [11.329975907260527, 44.48079332690434], [11.329854726972414, 44.48080315532926], [11.329749096769525, 44.48081633933341], [11.32959258021107, 44.48084160789607], [11.329424589548, 44.48087936292649], [11.329305848968943, 44.480907524301564], [11.32907693678435, 44.48096368085332], [11.328859949409358, 44.48101836931611], [11.328795928199995, 44.48104418947328], [11.328713011849992, 44.48106917969634], [11.32859086589247, 44.48109741879731], [11.328466754694253, 44.481119567079915]], ""type"": ""LineString""}";759389
